"replication","truth_id","truth_structure","alpha","sigma","overall_signal_ms","deviation_signal_ms","overall_signal_rms","deviation_signal_rms","snr_overall","snr_dev"
6,"cluster_a50","cluster",0.5,0.5,0.524582686303141,0.370232686303141,0.724280806250684,0.608467489931172,2.09833074521256,1.48093074521256
6,"cluster_a90","cluster",0.9,0.2,0.552928203824967,0.398578203824967,0.743591422640799,0.631330502846938,13.8232050956242,9.96445509562418
6,"cluster_a90","cluster",0.9,0.5,0.552928203824967,0.398578203824967,0.743591422640799,0.631330502846938,2.21171281529987,1.59431281529987
7,"coordinate_a50","coordinate",0.5,0.2,0.458809578386254,0.304459578386254,0.677354839346597,0.551778559194043,11.4702394596563,7.61148945965634
7,"coordinate_a50","coordinate",0.5,0.5,0.458809578386254,0.304459578386254,0.677354839346597,0.551778559194043,1.83523831354501,1.21783831354501
7,"coordinate_a90","coordinate",0.9,0.2,0.475924169106,0.321574169106,0.689872574542574,0.567075100058184,11.89810422765,8.03935422764999
7,"coordinate_a90","coordinate",0.9,0.5,0.475924169106,0.321574169106,0.689872574542574,0.567075100058184,1.903696676424,1.286296676424
7,"cluster_a50","cluster",0.5,0.2,0.522152134395628,0.367802134395628,0.722600951006589,0.606466927701443,13.0538033598907,9.19505335989069
7,"cluster_a50","cluster",0.5,0.5,0.522152134395628,0.367802134395628,0.722600951006589,0.606466927701443,2.08860853758251,1.47120853758251
7,"cluster_a90","cluster",0.9,0.2,0.552442093443465,0.398092093443464,0.743264484180069,0.630945396562543,13.8110523360866,9.95230233608661
7,"cluster_a90","cluster",0.9,0.5,0.552442093443465,0.398092093443464,0.743264484180069,0.630945396562543,2.20976837377386,1.59236837377386
8,"coordinate_a50","coordinate",0.5,0.2,0.488043680280823,0.333693680280823,0.6986012312334,0.577662254505886,12.2010920070206,8.34234200702057
8,"coordinate_a50","coordinate",0.5,0.5,0.488043680280823,0.333693680280823,0.6986012312334,0.577662254505886,1.95217472112329,1.33477472112329
8,"coordinate_a90","coordinate",0.9,0.2,0.489132304098567,0.334782304098567,0.699379942590983,0.578603753961696,12.2283076024642,8.36955760246418
8,"coordinate_a90","coordinate",0.9,0.5,0.489132304098567,0.334782304098567,0.699379942590983,0.578603753961696,1.95652921639427,1.33912921639427
8,"cluster_a50","cluster",0.5,0.2,0.525614930675685,0.371264930675685,0.724993055605145,0.609315132485388,13.1403732668921,9.28162326689213
8,"cluster_a50","cluster",0.5,0.5,0.525614930675685,0.371264930675685,0.724993055605145,0.609315132485388,2.10245972270274,1.48505972270274
8,"cluster_a90","cluster",0.9,0.2,0.553134652699476,0.398784652699476,0.743730228442731,0.631493984689859,13.8283663174869,9.9696163174869
8,"cluster_a90","cluster",0.9,0.5,0.553134652699476,0.398784652699476,0.743730228442731,0.631493984689859,2.2125386107979,1.5951386107979
9,"coordinate_a50","coordinate",0.5,0.2,0.480843257590985,0.326493257590985,0.693428624727149,0.571395885171555,12.0210814397746,8.16233143977463
9,"coordinate_a50","coordinate",0.5,0.5,0.480843257590985,0.326493257590985,0.693428624727149,0.571395885171555,1.92337303036394,1.30597303036394
9,"coordinate_a90","coordinate",0.9,0.2,0.481910766499994,0.327560766499993,0.694197930348394,0.572329246588005,12.0477691624998,8.18901916249984
9,"coordinate_a90","coordinate",0.9,0.5,0.481910766499994,0.327560766499993,0.694197930348394,0.572329246588005,1.92764306599997,1.31024306599997
9,"cluster_a50","cluster",0.5,0.2,0.517655766748846,0.363305766748846,0.719482985725754,0.602748510366343,12.9413941687211,9.08264416872115
9,"cluster_a50","cluster",0.5,0.5,0.517655766748846,0.363305766748846,0.719482985725754,0.602748510366343,2.07062306699538,1.45322306699538
9,"cluster_a90","cluster",0.9,0.2,0.551542819914108,0.397192819914108,0.742659289253227,0.630232353909341,13.7885704978527,9.9298204978527
9,"cluster_a90","cluster",0.9,0.5,0.551542819914108,0.397192819914108,0.742659289253227,0.630232353909341,2.20617127965643,1.58877127965643
10,"coordinate_a50","coordinate",0.5,0.2,0.501578523742222,0.347228523742222,0.708222086454681,0.589260997981558,12.5394630935555,8.68071309355554
10,"coordinate_a50","coordinate",0.5,0.5,0.501578523742222,0.347228523742222,0.708222086454681,0.589260997981558,2.00631409496889,1.38891409496889
